flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7208333333333333,0.275,0.7666666666666667,0.7958333333333333
nn,0.725,0.2791666666666667,0.6958333333333333,0.7083333333333334
svm,0.7375,0.26666666666666666,0.4666666666666667,0.44583333333333336
lr,0.7458333333333333,0.2791666666666667,0.4666666666666667,0.4625
rf,0.75,0.2791666666666667,0.7208333333333333,0.7041666666666667
