classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nn,0.1,0.675,0.37916666666666665,0.7625
gb,0.1,0.7208333333333333,0.2708333333333333,0.5666666666666667
rf,0.1,0.7,0.23333333333333334,0.20833333333333334
adaboost,0.1,0.7208333333333333,0.275,0.44583333333333336
