classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7208333333333333,0.2875,0.9833333333333333
nn,0.1,0.7166666666666667,0.2791666666666667,0.7166666666666667
svm,0.1,0.7208333333333333,0.24583333333333332,0.49583333333333335
lr,0.1,0.7166666666666667,0.25833333333333336,0.5208333333333334
rf,0.1,0.7125,0.26666666666666666,0.7791666666666667
