classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7291666666666666,0.35,0.9875
nn,0.1,0.75,0.3541666666666667,0.8375
svm,0.1,0.7166666666666667,0.3125,0.4666666666666667
lr,0.1,0.7208333333333333,0.3375,0.5333333333333333
rf,0.1,0.7208333333333333,0.3375,0.7833333333333333
