flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.6666666666666666,0.24,0.6133333333333333,0.5866666666666667
nn,0.5933333333333334,0.09333333333333334,0.42,0.44666666666666666
svm,0.68,0.32666666666666666,0.72,0.6
lr,0.5666666666666667,0.05333333333333334,0.3333333333333333,0.2
rf,0.6866666666666666,0.32666666666666666,0.78,0.6933333333333334
