classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.72,0.29333333333333333,0.88
nn,0.1,0.5933333333333334,0.09333333333333334,0.36666666666666664
svm,0.1,0.6866666666666666,0.38,0.5933333333333334
lr,0.1,0.6,0.08,0.30666666666666664
rf,0.1,0.68,0.37333333333333335,0.86
