classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.6733333333333333,0.26666666666666666,0.88
nn,0.1,0.62,0.3333333333333333,0.8733333333333333
svm,0.1,0.66,0.22666666666666666,0.74
lr,0.1,0.52,0.02,0.28
rf,0.1,0.6466666666666666,0.34,0.8666666666666667
