tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7083333333333334,0.2833333333333333,0.8375
2,0.7083333333333334,0.2833333333333333,0.6916666666666667
3,0.7083333333333334,0.2833333333333333,0.425
4,0.7083333333333334,0.2833333333333333,0.4708333333333333
5,0.7083333333333334,0.2833333333333333,0.5
6,0.7083333333333334,0.2833333333333333,0.4625
7,0.7083333333333334,0.2833333333333333,0.45416666666666666
8,0.7083333333333334,0.2833333333333333,0.5125
