tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7,0.37083333333333335,0.8416666666666667
2,0.7,0.37083333333333335,0.5916666666666667
3,0.7,0.37083333333333335,0.5416666666666666
4,0.7,0.37083333333333335,0.45416666666666666
5,0.7,0.37083333333333335,0.4625
6,0.7,0.37083333333333335,0.5375
7,0.7,0.37083333333333335,0.5791666666666667
8,0.7,0.37083333333333335,0.4875
