n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7270833333333333,0.41875,0.46458333333333335
5,0.7270833333333333,0.41875,0.48541666666666666
10,0.7270833333333333,0.41875,0.5104166666666666
20,0.7270833333333333,0.41875,0.6145833333333334
50,0.7270833333333333,0.41875,0.56875
100,0.7270833333333333,0.41875,0.56875
150,0.7270833333333333,0.41875,0.58125
