n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.73125,0.4166666666666667,0.5208333333333334
5,0.73125,0.4166666666666667,0.55
10,0.73125,0.4166666666666667,0.5479166666666667
20,0.73125,0.4166666666666667,0.5625
50,0.73125,0.4166666666666667,0.54375
100,0.73125,0.4166666666666667,0.6354166666666666
150,0.73125,0.4166666666666667,0.63125
