classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nn,0.1,0.9392624728850325,0.648590021691974,0.9175704989154013
nb,0.1,0.8980477223427332,0.6225596529284165,0.9566160520607375
rf,0.1,0.9175704989154013,0.7787418655097614,0.8047722342733189
lr,0.1,0.93058568329718,0.6854663774403471,0.911062906724512
