classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nn,0.1,0.6399132321041214,0.6030368763557483,0.6594360086767896
nb,0.1,0.8785249457700651,0.5726681127982647,0.9566160520607375
rf,0.1,0.9154013015184381,0.7180043383947939,0.7917570498915402
lr,0.1,0.9240780911062907,0.6529284164859002,0.8611713665943601
