flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.8893709327548807,0.8112798264642083,0.8872017353579176,0.8763557483731019
lr,0.9370932754880694,0.6724511930585684,0.8698481561822126,0.9067245119305857
rf,0.9544468546637744,0.6789587852494577,0.824295010845987,0.8047722342733189
nn,0.9219088937093276,0.7874186550976139,0.8026030368763557,0.7939262472885033
