classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7333333333333333,0.3458333333333333,0.9875
nn,0.1,0.6958333333333333,0.2916666666666667,0.8083333333333333
svm,0.1,0.6958333333333333,0.2833333333333333,0.5166666666666667
lr,0.1,0.7333333333333333,0.31666666666666665,0.5916666666666667
rf,0.1,0.7166666666666667,0.32083333333333336,0.8833333333333333
