classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7083333333333334,0.32916666666666666,0.95
nn,0.1,0.5833333333333334,0.3875,0.5791666666666667
svm,0.1,0.7375,0.3416666666666667,0.4583333333333333
lr,0.1,0.7125,0.3375,0.6083333333333333
rf,0.1,0.7375,0.3541666666666667,0.8541666666666666
