n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.5933333333333334,0.31333333333333335,0.56
5,0.5933333333333334,0.31333333333333335,0.58
10,0.5933333333333334,0.31333333333333335,0.6666666666666666
20,0.5933333333333334,0.31333333333333335,0.5933333333333334
50,0.5933333333333334,0.31333333333333335,0.5933333333333334
100,0.5933333333333334,0.31333333333333335,0.76
150,0.5933333333333334,0.31333333333333335,0.6733333333333333
