tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.75,0.4166666666666667,0.8041666666666667
2,0.75,0.4166666666666667,0.5875
3,0.75,0.4166666666666667,0.5041666666666667
4,0.75,0.4166666666666667,0.48333333333333334
5,0.75,0.4166666666666667,0.5166666666666667
6,0.75,0.4166666666666667,0.5583333333333333
7,0.75,0.4166666666666667,0.48333333333333334
8,0.75,0.4166666666666667,0.5166666666666667
