flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7166666666666667,0.425,0.9208333333333333,0.8791666666666667
nn,0.7083333333333334,0.4375,0.7791666666666667,0.7666666666666667
svm,0.6708333333333333,0.44583333333333336,0.7041666666666667,0.5916666666666667
lr,0.7166666666666667,0.44166666666666665,0.65,0.7875
rf,0.7,0.42083333333333334,0.8041666666666667,0.7958333333333333
