tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.6666666666666666,0.36,0.8666666666666667
2,0.6666666666666666,0.36,0.68
3,0.6666666666666666,0.36,0.56
4,0.6666666666666666,0.36,0.5333333333333333
5,0.6666666666666666,0.36,0.3333333333333333
6,0.6666666666666666,0.36,0.5466666666666666
7,0.6666666666666666,0.36,0.49333333333333335
8,0.6666666666666666,0.36,0.37333333333333335
