tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7066666666666667,0.4,0.88
2,0.7066666666666667,0.4,0.6133333333333333
3,0.7066666666666667,0.4,0.5333333333333333
4,0.7066666666666667,0.4,0.48
5,0.7066666666666667,0.4,0.5466666666666666
6,0.7066666666666667,0.4,0.4
7,0.7066666666666667,0.4,0.5333333333333333
8,0.7066666666666667,0.4,0.56
