flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nn,0.7208333333333333,0.3416666666666667,0.6,0.6041666666666666
gb,0.7791666666666667,0.24583333333333332,0.3541666666666667,0.35833333333333334
rf,0.7916666666666666,0.26666666666666666,0.3125,0.35
adaboost,0.775,0.2708333333333333,0.4083333333333333,0.36666666666666664
