flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.8828633405639913,0.7765726681127982,0.8893709327548807,0.9002169197396963
lr,0.9088937093275488,0.665943600867679,0.8394793926247288,0.8590021691973969
rf,0.9414316702819957,0.6594360086767896,0.8221258134490239,0.806941431670282
nn,0.8872017353579176,0.7483731019522777,0.7830802603036876,0.7960954446854663
