classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.6266666666666667,0.25333333333333335,0.9533333333333334
nn,0.1,0.58,0.31333333333333335,0.9
svm,0.1,0.64,0.23333333333333334,0.6266666666666667
lr,0.1,0.5466666666666666,0.06666666666666667,0.22666666666666666
rf,0.1,0.62,0.2866666666666667,0.82
