classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.72,0.28,0.7666666666666667
nn,0.1,0.7133333333333334,0.18,0.5266666666666666
svm,0.1,0.74,0.35333333333333333,0.58
lr,0.1,0.6533333333333333,0.06666666666666667,0.3466666666666667
rf,0.1,0.6933333333333334,0.34,0.78
