n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.71875,0.39791666666666664,0.46875
5,0.71875,0.39791666666666664,0.525
10,0.71875,0.39791666666666664,0.53125
20,0.71875,0.39791666666666664,0.58125
50,0.71875,0.39791666666666664,0.6145833333333334
100,0.71875,0.39791666666666664,0.5958333333333333
150,0.71875,0.39791666666666664,0.625
