n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7,0.36666666666666664,0.6066666666666667
5,0.7,0.36666666666666664,0.5933333333333334
10,0.7,0.36666666666666664,0.6133333333333333
20,0.7,0.36666666666666664,0.74
50,0.7,0.36666666666666664,0.7866666666666666
100,0.7,0.36666666666666664,0.76
150,0.7,0.36666666666666664,0.8266666666666667
