n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.66,0.3466666666666667,0.5466666666666666
5,0.66,0.3466666666666667,0.64
10,0.66,0.3466666666666667,0.72
20,0.66,0.3466666666666667,0.6666666666666666
50,0.66,0.3466666666666667,0.8266666666666667
100,0.66,0.3466666666666667,0.84
150,0.66,0.3466666666666667,0.8666666666666667
