classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nn,0.1,0.9327548806941431,0.6008676789587852,0.9088937093275488
nb,0.1,0.8763557483731019,0.7830802603036876,0.9522776572668112
rf,0.1,0.9023861171366594,0.7266811279826464,0.8091106290672451
lr,0.1,0.9414316702819957,0.665943600867679,0.9262472885032538
