flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7375,0.32916666666666666,0.6375,0.6625
nn,0.5833333333333334,0.30416666666666664,0.5,0.5
svm,0.7375,0.3,0.5,0.49583333333333335
lr,0.7625,0.325,0.49583333333333335,0.5166666666666667
rf,0.7333333333333333,0.32083333333333336,0.75,0.7416666666666667
