tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.6875,0.4375,0.8
2,0.6875,0.4375,0.55
3,0.6875,0.4375,0.5041666666666667
4,0.6875,0.4375,0.5208333333333334
5,0.6875,0.4375,0.4708333333333333
6,0.6875,0.4375,0.475
7,0.6875,0.4375,0.5208333333333334
8,0.6875,0.4375,0.4875
