tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7375,0.45,0.8416666666666667
2,0.7375,0.45,0.5416666666666666
3,0.7375,0.45,0.48333333333333334
4,0.7375,0.45,0.5625
5,0.7375,0.45,0.45416666666666666
6,0.7375,0.45,0.5083333333333333
7,0.7375,0.45,0.5041666666666667
8,0.7375,0.45,0.5083333333333333
