tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7291666666666666,0.4041666666666667,0.8458333333333333
2,0.7291666666666666,0.4041666666666667,0.5875
3,0.7291666666666666,0.4041666666666667,0.5041666666666667
4,0.7291666666666666,0.4041666666666667,0.45416666666666666
5,0.7291666666666666,0.4041666666666667,0.55
6,0.7291666666666666,0.4041666666666667,0.4708333333333333
7,0.7291666666666666,0.4041666666666667,0.5166666666666667
8,0.7291666666666666,0.4041666666666667,0.4791666666666667
