n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.6916666666666667,0.3229166666666667,0.51875
5,0.6916666666666667,0.3229166666666667,0.5875
10,0.6916666666666667,0.3229166666666667,0.6
20,0.6916666666666667,0.3229166666666667,0.6354166666666666
50,0.6916666666666667,0.3229166666666667,0.66875
100,0.6916666666666667,0.3229166666666667,0.6729166666666667
150,0.6916666666666667,0.3229166666666667,0.6916666666666667
