flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.75,0.3375,0.6125,0.65
nn,0.75,0.3333333333333333,0.6583333333333333,0.7
svm,0.7625,0.32083333333333336,0.45416666666666666,0.4708333333333333
lr,0.7625,0.3333333333333333,0.5041666666666667,0.5375
rf,0.7541666666666667,0.3333333333333333,0.6916666666666667,0.7208333333333333
