classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nn,0.1,0.6916666666666667,0.3541666666666667,0.9041666666666667
gb,0.1,0.7208333333333333,0.3375,0.625
rf,0.1,0.7125,0.31666666666666665,0.21666666666666667
adaboost,0.1,0.7291666666666666,0.3541666666666667,0.42083333333333334
