classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nn,0.1,0.7375,0.3625,0.975
gb,0.1,0.7041666666666667,0.30416666666666664,0.44583333333333336
rf,0.1,0.6666666666666666,0.25833333333333336,0.17916666666666667
adaboost,0.1,0.7125,0.32916666666666666,0.5166666666666667
