flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.6625,0.3125,0.7958333333333333,0.7791666666666667
nn,0.6625,0.2875,0.6083333333333333,0.6333333333333333
svm,0.675,0.2916666666666667,0.5291666666666667,0.4875
lr,0.6916666666666667,0.30833333333333335,0.4875,0.5666666666666667
rf,0.6791666666666667,0.30833333333333335,0.7416666666666667,0.725
