flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.6916666666666667,0.29583333333333334,0.5833333333333334,0.6041666666666666
nn,0.49583333333333335,0.4791666666666667,0.4666666666666667,0.4875
svm,0.7041666666666667,0.2833333333333333,0.49166666666666664,0.4791666666666667
lr,0.7041666666666667,0.30833333333333335,0.5125,0.5166666666666667
rf,0.7,0.3,0.6916666666666667,0.6791666666666667
