flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7020833333333333,0.43125,0.6270833333333333,0.6666666666666666
nn,0.7,0.44166666666666665,0.7625,0.7520833333333333
svm,0.7041666666666667,0.5166666666666667,0.6041666666666666,0.6541666666666667
lr,0.7125,0.41875,0.6916666666666667,0.7604166666666666
rf,0.7104166666666667,0.4270833333333333,0.7958333333333333,0.7979166666666667
