classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7375,0.42916666666666664,0.9625
nn,0.1,0.7041666666666667,0.425,0.875
svm,0.1,0.725,0.4875,0.5208333333333334
lr,0.1,0.7708333333333334,0.4625,0.8833333333333333
rf,0.1,0.7208333333333333,0.42916666666666664,0.8666666666666667
