classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.6875,0.3416666666666667,0.9416666666666667
nn,0.1,0.7083333333333334,0.38333333333333336,0.8625
svm,0.1,0.7041666666666667,0.3875,0.625
lr,0.1,0.7083333333333334,0.375,0.8625
rf,0.1,0.7041666666666667,0.35,0.8458333333333333
