flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7416666666666667,0.4041666666666667,0.9125,0.9145833333333333
nn,0.7395833333333334,0.41875,0.7791666666666667,0.7916666666666666
svm,0.7333333333333333,0.4708333333333333,0.6791666666666667,0.65625
lr,0.7354166666666667,0.40625,0.775,0.8520833333333333
rf,0.725,0.39166666666666666,0.7375,0.7395833333333334
