flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7166666666666667,0.40208333333333335,0.9,0.8979166666666667
nn,0.7125,0.4,0.7833333333333333,0.7770833333333333
lr,0.73125,0.41875,0.775,0.7833333333333333
rf,0.7083333333333334,0.4125,0.71875,0.7791666666666667
