classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7333333333333333,0.425,0.7833333333333333
nn,0.1,0.6958333333333333,0.4166666666666667,0.925
svm,0.1,0.7125,0.45,0.6
lr,0.1,0.7166666666666667,0.4166666666666667,0.8541666666666666
rf,0.1,0.7333333333333333,0.4375,0.8541666666666666
