classifier,var,acc_raw_clean,acc_raw_att,acc_acra_att
nb,0.1,0.7458333333333333,0.375,0.9333333333333333
nn,0.1,0.4875,0.48333333333333334,0.48333333333333334
svm,0.1,0.7583333333333333,0.4375,0.5541666666666667
lr,0.1,0.7458333333333333,0.38333333333333336,0.8166666666666667
rf,0.1,0.7416666666666667,0.3875,0.8
