flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7266666666666667,0.32,0.8,0.8466666666666667
nn,0.7066666666666667,0.42,0.7533333333333333,0.6533333333333333
svm,0.7133333333333334,0.4066666666666667,0.78,0.74
lr,0.5666666666666667,0.07333333333333333,0.32666666666666666,0.16666666666666666
rf,0.6866666666666666,0.32666666666666666,0.82,0.7866666666666666
