flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.6916666666666667,0.3625,0.625,0.6333333333333333
nn,0.6458333333333334,0.325,0.7166666666666667,0.7291666666666666
svm,0.6958333333333333,0.3416666666666667,0.5458333333333333,0.4791666666666667
lr,0.7,0.35,0.5625,0.5333333333333333
rf,0.6875,0.35833333333333334,0.7958333333333333,0.7333333333333333
