tolerance,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.6958333333333333,0.425,0.8625
2,0.6958333333333333,0.425,0.5791666666666667
3,0.6958333333333333,0.425,0.5208333333333334
4,0.6958333333333333,0.425,0.5041666666666667
5,0.6958333333333333,0.425,0.4666666666666667
6,0.6958333333333333,0.425,0.4666666666666667
7,0.6958333333333333,0.425,0.49166666666666664
8,0.6958333333333333,0.425,0.4625
