flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nn,0.725,0.3541666666666667,0.7333333333333333,0.7291666666666666
gb,0.7333333333333333,0.3125,0.49166666666666664,0.48333333333333334
rf,0.7333333333333333,0.2875,0.2833333333333333,0.3
adaboost,0.7583333333333333,0.3333333333333333,0.44166666666666665,0.475
