n_samples,acc_raw_clean,acc_raw_att,acc_acra_att
1,0.7166666666666667,0.41041666666666665,0.5229166666666667
5,0.7166666666666667,0.41041666666666665,0.5479166666666667
10,0.7166666666666667,0.41041666666666665,0.5125
20,0.7166666666666667,0.41041666666666665,0.55
50,0.7166666666666667,0.41041666666666665,0.5791666666666667
100,0.7166666666666667,0.41041666666666665,0.6229166666666667
150,0.7166666666666667,0.41041666666666665,0.6270833333333333
