flag,acc_raw_clean,acc_raw_att,acc_acra_att_low_var,acc_acra_att_high_var
nb,0.7125,0.425,0.8708333333333333,0.8625
nn,0.6666666666666666,0.4,0.9125,0.8916666666666667
svm,0.6916666666666667,0.4666666666666667,0.625,0.5583333333333333
lr,0.7041666666666667,0.43333333333333335,0.7375,0.7041666666666667
rf,0.7166666666666667,0.42916666666666664,0.8083333333333333,0.7708333333333334
